site_name,product_name,address,city,zip,latitude,longitude,state_province,order_volume,product_unit,Warehouse,Distance (km)
367 Arthur,No Lead Plus,309 Fir St,Arthur,69121,41.5711,-101.691,Nebraska,22.37,US gallon,#LAS2,1589.877
367 Arthur,No Lead Plus,309 Fir St,Arthur,69121,41.5711,-101.691,Nebraska,22.37,US gallon,#XUSE,1521.467
368 Harrisburg,MEDIUM FTN,306 State St,Harrisburg,69345,41.5565,-103.741,Nebraska,1,pack,#LAS2,1480.849
368 Harrisburg,FIREBALL WHSKY 50ML,306 State St,Harrisburg,69345,41.5565,-103.741,Nebraska,2,pack,#LAS2,1480.849
368 Harrisburg,G87E10S,306 State St,Harrisburg,69345,41.5565,-103.741,Nebraska,43.202,US gallon,#LAS2,1480.849
368 Harrisburg,No Lead Plus,306 State St,Harrisburg,69345,41.5565,-103.741,Nebraska,13.98,US gallon,#LAS2,1480.849
409 Cave Springs,G87E10S,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,Arkansas,49.44,US gallon,#XUSE,961.941
409 Cave Springs,SLC PZ PEPPRNI 13IN FCS,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,Arkansas,3,pack,#XUSE,961.941
409 Cave Springs,No Lead Plus,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,Arkansas,3.573,US gallon,#XUSE,961.941
320 Northglenn,SLC PZ PEPPRNI 13IN FCS,850 W 112Th Ave,Northglenn,80234,39.8994,-104.998,Colorado,1,pack,#LAS2,1209.745
1443 Huntsville,MEDIUM FTN,6140A Univ Drive,Huntsville,52345,42.2241,-91.875,Iowa,1,pack,#XUSE,644.489
1443 Huntsville,G87E10S,6140A Univ Drive,Huntsville,52345,42.2241,-91.875,Iowa,14.08,US gallon,#XUSE,644.489
146 Bella Vista,KOOLEE,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,Arkansas,1,pack,#XUSE,931.749
146 Bella Vista,MEDIUM FTN,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,Arkansas,1,pack,#XUSE,931.749
146 Bella Vista,HOT DOG FCS,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,Arkansas,2,pack,#XUSE,931.749
146 Bella Vista,G87E10S,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,Arkansas,10.192,US gallon,#XUSE,931.749
387 Big Flat,MEDIUM FTN,100 Community Dr,Big Flat,72617,36.0018,-92.4051,Arkansas,1,pack,#XUSE,895.502
387 Big Flat,G87E10S,100 Community Dr,Big Flat,72617,36.0018,-92.4051,Arkansas,17.124,US gallon,#XUSE,895.502
433 Bay Minette,KOOLEE,701 Mcmeans Ave,Bay Minette,63540,40.1474,-92.3793,Missouri,3,pack,#XUSE,647.795
433 Bay Minette,No Lead Plus,701 Mcmeans Ave,Bay Minette,63540,40.1474,-92.3793,Missouri,35.487,US gallon,#XUSE,647.795
433 Bay Minette,G87E10S,701 Mcmeans Ave,Bay Minette,63540,40.1474,-92.3793,Missouri,41.138,US gallon,#XUSE,647.795
1475 Montgomery,G87E10S,851 Ann St,Montgomery,63382,39.3071,-91.486,Missouri,8.645,US gallon,#XUSE,536.485
152 Wilmot,SLC PZ PEPPRNI 13IN FCS,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,Arkansas,5,pack,#XUSE,1083.546
152 Wilmot,KOOLEE,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,Arkansas,3,pack,#XUSE,1083.546
152 Wilmot,G87E10S,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,Arkansas,34.282,US gallon,#XUSE,1083.546
156 Semmes,SLC PZ PEPPRNI 13IN FCS,7855 Moffett Rd,Semmes,52318,41.9024,-91.9226,Iowa,1,pack,#XUSE,631.16
156 Semmes,G87E10S,7855 Moffett Rd,Semmes,52318,41.9024,-91.9226,Iowa,8.143,US gallon,#XUSE,631.16
406 Harrison,SLC PZ PEPPRNI 13IN FCS,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,Arkansas,2,pack,#XUSE,863.495
406 Harrison,No Lead Plus,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,Arkansas,35.193,US gallon,#XUSE,863.495
157 Sylacauga,MEDIUM FTN,41301 US Hwy 280,Sylacauga,50613,42.507,-92.4034,Iowa,1,pack,#XUSE,703.181
157 Sylacauga,HOT DOG FCS,41301 US Hwy 280,Sylacauga,50613,42.507,-92.4034,Iowa,2,pack,#XUSE,703.181
157 Sylacauga,G87E10S,41301 US Hwy 280,Sylacauga,50613,42.507,-92.4034,Iowa,9.578,US gallon,#XUSE,703.181
360 Roseland,SLC PZ PEPPRNI 13IN FCS,9230 S Lincoln Ave,Roseland,68973,40.4705,-98.5592,Nebraska,1,pack,#XUSE,1216.569
237 Rowley,MEDIUM FTN,111 Ely St,Rowley,52329,42.3701,-91.8436,Iowa,1,pack,#XUSE,663.871
237 Rowley,G87E10S,111 Ely St,Rowley,52329,42.3701,-91.8436,Iowa,84.866,US gallon,#XUSE,663.871
184 Talladega,MEDIUM FTN,214 Haynes Street,Talladega,50626,42.5659,-92.1603,Iowa,1,pack,#XUSE,695.811
184 Talladega,KOOLEE,214 Haynes Street,Talladega,50626,42.5659,-92.1603,Iowa,1,pack,#XUSE,695.811
251 Albert City,SLC PZ PEPPRNI 13IN FCS,114 Main St,Albert City,50510,42.7819,-94.9476,Iowa,1,pack,#XUSE,947.426
251 Albert City,No Lead Plus,114 Main St,Albert City,50510,42.7819,-94.9476,Iowa,15.006,US gallon,#XUSE,947.426
412 Gateway,MEDIUM FTN,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,Arkansas,2,pack,#XUSE,876.468
412 Gateway,SLC PZ PEPPRNI 13IN FCS,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,Arkansas,2,pack,#XUSE,876.468
412 Gateway,G87E10S,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,Arkansas,44.589,US gallon,#XUSE,876.468
158 Russellville,No Lead Plus,13675 Hwy 43,Russellville,71663,33.2376,-91.5121,Arkansas,4.446,US gallon,#XUSE,1063.231
158 Russellville,G87E10S,13675 Hwy 43,Russellville,71663,33.2376,-91.5121,Arkansas,23.204,US gallon,#XUSE,1063.231
292 Aredale,REESES 1.5OZ REG,117 E Main St,Aredale,50605,42.8351,-93.0034,Iowa,1,pack,#XUSE,785.356
292 Aredale,G87E10S,117 E Main St,Aredale,50605,42.8351,-93.0034,Iowa,23.131,US gallon,#XUSE,785.356
171 Scottsboro,G87E10S,24833 Johnt Reidprkw,Scottsboro,72634,36.2661,-92.5383,Arkansas,24.092,US gallon,#XUSE,889.808
171 Scottsboro,No Lead Plus,24833 Johnt Reidprkw,Scottsboro,72634,36.2661,-92.5383,Arkansas,17.582,US gallon,#XUSE,889.808
391 Hamilton,MEDIUM FTN,1706 Military Street South,Hamilton,72003,34.4062,-91.4074,Arkansas,1,pack,#XUSE,947.637
391 Hamilton,G87E10S,1706 Military Street South,Hamilton,72003,34.4062,-91.4074,Arkansas,22.9,US gallon,#XUSE,947.637
1837 Winfield,MEDIUM FTN,2575 Us Hwy 43,Winfield,73739,36.5326,-98.1534,Oklahoma,1,pack,#XUSE,1264.611
1837 Winfield,HOT DOG FCS,2575 Us Hwy 43,Winfield,73739,36.5326,-98.1534,Oklahoma,1,pack,#XUSE,1264.611
1837 Winfield,G87E10S,2575 Us Hwy 43,Winfield,73739,36.5326,-98.1534,Oklahoma,42.232,US gallon,#XUSE,1264.611
371 Cedar Rapids,MEDIUM FTN,214 W Main St,Cedar Rapids,68627,41.5602,-98.1452,Nebraska,1,pack,#XUSE,1153.786
371 Cedar Rapids,G87E10S,214 W Main St,Cedar Rapids,68627,41.5602,-98.1452,Nebraska,7.198,US gallon,#XUSE,1153.786
371 Cedar Rapids,No Lead Plus,214 W Main St,Cedar Rapids,68627,41.5602,-98.1452,Nebraska,32.882,US gallon,#XUSE,1153.786
382 Gentry,MEDIUM FTN,899 W Main St,Gentry,72734,36.2672,-94.4929,Arkansas,1,pack,#XUSE,957.646
382 Gentry,No Lead Plus,899 W Main St,Gentry,72734,36.2672,-94.4929,Arkansas,16.823,US gallon,#XUSE,957.646
423 Adamsville,MEDIUM FTN,2473 Hackworth Road,Adamsville,72026,34.5253,-91.3257,Arkansas,1,pack,#XUSE,919.507
423 Adamsville,G87E10S,2473 Hackworth Road,Adamsville,72026,34.5253,-91.3257,Arkansas,35.248,US gallon,#XUSE,919.507
423 Adamsville,No Lead Plus,2473 Hackworth Road,Adamsville,72026,34.5253,-91.3257,Arkansas,26.962,US gallon,#XUSE,919.507
1871 Vestavia Hills,G87E10S,1300 Montgomery Highway,Vestavia Hills,74960,35.8138,-94.6289,Oklahoma,12.616,US gallon,#XUSE,1034.208
200 Cedar Falls,MEDIUM FTN,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,Iowa,1,pack,#XUSE,708.463
200 Cedar Falls,G87E10S,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,Iowa,29.924,US gallon,#XUSE,708.463
200 Cedar Falls,No Lead Plus,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,Iowa,37.512,US gallon,#XUSE,708.463
208 Dewar,G87E10S,5916 1St St,Dewar,50623,42.5253,-92.22,Iowa,2.44,US gallon,#XUSE,691.326
222 Pilot Mound,G87E10S,102 Pilot St,Pilot Mound,50223,42.162,-94.0176,Iowa,36.659,US gallon,#XUSE,817.823
381 Midway,KK AST FILL,323 Highway 178 W,Midway,72651,36.3862,-92.4672,Arkansas,1,pack,#XUSE,883.85
381 Midway,G87E10S,323 Highway 178 W,Midway,72651,36.3862,-92.4672,Arkansas,21.685,US gallon,#XUSE,883.85
226 Quasqueton,FIREBALL WHSKY 50ML,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,Iowa,2,pack,#XUSE,660.462
226 Quasqueton,G87E10S,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,Iowa,10.679,US gallon,#XUSE,660.462
227 Winthrop,HOT DOG FCS,253 W Madison St,Winthrop,50682,42.4732,-91.7338,Iowa,2,pack,#XUSE,649.642
227 Winthrop,KOOLEE,253 W Madison St,Winthrop,50682,42.4732,-91.7338,Iowa,1,pack,#XUSE,649.642
227 Winthrop,G87E10S,253 W Madison St,Winthrop,50682,42.4732,-91.7338,Iowa,22.567,US gallon,#XUSE,649.642
250 Ayr,MEDIUM FTN,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,Nebraska,1,pack,#XUSE,1210.072
250 Ayr,HOT DOG FCS,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,Nebraska,2,pack,#XUSE,1210.072
250 Ayr,G87E10S,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,Nebraska,45.657,US gallon,#XUSE,1210.072
373 Saint Edward,MEDIUM FTN,207 Beaver St,Saint Edward,68660,41.5701,-97.8663,Nebraska,1,pack,#XUSE,1128.351
388 Decatur,MEDIUM FTN,750 E Roller Ave,Decatur,72722,36.3362,-94.4536,Arkansas,1,pack,#XUSE,948.303
388 Decatur,No Lead Plus,750 E Roller Ave,Decatur,72722,36.3362,-94.4536,Arkansas,4.55,US gallon,#XUSE,948.303
